City,Colors Reported,Shape Reported,State,Time
Newbury Park,,,CA,1976-07-20 22:50:00
Durham,,,FL,1976-07-20 23:30:00
Warren,,DISK,MI,1976-07-21 01:00:00
Brevard,ORANGE,SPHERE,NC,1976-07-21 23:00:00
Casper,,CIRCLE,WY,1976-07-25 18:00:00
Warwick,,LIGHT,NY,1976-07-26 19:00:00
Cowley,,CYLINDER,WY,1976-07-27 01:00:00
Fort Lauderdale,,DISK,FL,1976-07-28 03:30:00
Fort Lauderdale,,DISK,FL,1976-07-28 21:00:00
South Africa,,OVAL,AR,1976-07-30 20:00:00
Georgetown,,LIGHT,TX,1976-01-08 00:00:00
Arlington,,DISK,VT,1976-01-08 18:00:00
San Jose,,DISK,CA,1976-01-08 21:00:00
Houston,,,TX,1976-01-08 23:20:00
Sacramento,,RECTANGLE,CA,1976-08-08 19:30:00
Mountlake Terrace,,TRIANGLE,WA,1976-08-08 23:00:00
Port Richey,GREEN,FORMATION,FL,1976-08-08 23:30:00
Northwood,,LIGHT,IA,1976-10-08 01:00:00
Arcola,,CROSS,VA,1976-10-08 21:00:00
Sebago,,LIGHT,ME,1976-10-08 22:30:00
Portland,,TRIANGLE,OR,1976-11-08 21:00:00
Avenue City,,LIGHT,MO,1976-08-15 02:00:00
McDermitt,RED,CYLINDER,NV,1976-08-15 16:30:00
Birmingham,,DISK,AL,1976-08-15 18:00:00
Buellton,,OTHER,CA,1976-08-15 19:00:00
Kenosha,,TRIANGLE,WI,1976-08-15 21:00:00
Lincoln Park,,CIRCLE,MI,1976-08-15 22:00:00
Hatboro,,SPHERE,PA,1976-08-15 22:30:00
Weekapaug,,FORMATION,RI,1976-08-15 22:30:00
Ossipee,,LIGHT,NH,1976-08-15 23:00:00
Tierra Verde,,VARIOUS,FL,1976-08-15 23:00:00
Sycamore,,TRIANGLE,IL,1976-08-18 17:00:00
Los Angeles,,RECTANGLE,CA,1976-08-20 01:00:00
Kissimmee,,DISK,FL,1976-08-20 20:00:00
Jonesboro,,TRIANGLE,LA,1976-08-25 22:00:00
Portland,,CIGAR,OR,1976-08-30 02:00:00
Canon City,,OVAL,CO,1976-01-09 04:00:00
San Antonio,,SPHERE,TX,1976-01-09 09:00:00
St. Agatha,,LIGHT,ME,1976-01-09 19:00:00
Lighthouse Point,,DISK,FL,1976-01-09 21:00:00
Washougal,,LIGHT,WA,1976-01-09 22:00:00
Belzoni,,LIGHT,MS,1976-01-09 22:30:00
Ahwahnee,BLUE,FIREBALL,CA,1976-01-09 23:00:00
Moose Lake,,DISK,MN,1976-02-09 03:00:00
Broadview Heights,,DISK,OH,1976-05-09 02:00:00
County,RED,OTHER,KY,1976-07-09 18:45:00
Franconia,,OTHER,NH,1976-10-09 03:00:00
O'Fallon,RED,DISK,IL,1976-10-09 15:30:00
New York City,,DISK,NY,1976-10-09 22:00:00
Albany,,CIRCLE,NY,1976-10-09 23:00:00
Rancho Palos Verdes,,SPHERE,MT,1976-09-15 16:30:00
Laredo,,OVAL,TX,1976-09-15 18:00:00
Lynch Station,,LIGHT,VA,1976-09-15 19:30:00
Sacramento,,OVAL,CA,1976-09-15 20:00:00
Centralia,,OTHER,IL,1976-09-15 21:00:00
Hoodsport,,,WA,1976-09-15 21:00:00
Bordentown,,OVAL,NJ,1976-09-19 22:00:00
Williamsburg,,CIRCLE,KY,1976-09-20 07:30:00
Akron,,LIGHT,OH,1976-09-25 22:00:00
St. Paul,GREEN,,MN,1976-09-27 03:00:00
Hartville,,DISK,OH,1976-01-10 07:00:00
Fairport,,DISK,NY,1976-01-10 19:00:00
Thonotosassa,,DISK,FL,1976-01-10 21:00:00
Charleston AFS,,,ME,1976-02-10 01:00:00
Limestone,,DISK,ME,1976-02-10 22:00:00
Washougal,,OVAL,WA,1976-10-10 20:30:00
Emporia,,DISK,KS,1976-12-10 23:00:00
Mineral King,,DISK,CA,1976-10-15 17:30:00
Rochester,RED,,NY,1976-10-15 19:30:00
Eveleth,,LIGHT,MN,1976-10-15 21:00:00
Almena,,,WI,1976-10-15 23:00:00
New Gretna,,TRIANGLE,NJ,1976-10-16 00:00:00
Avon Lake,,CIRCLE,OH,1976-10-20 00:00:00
Soldotna,RED,SPHERE,AK,1976-10-20 22:00:00
St. George,RED,LIGHT,UT,1976-10-21 21:00:00
Dallas,,DISK,TX,1976-10-30 16:30:00
Louisville,,DISK,KY,1976-10-30 22:50:00
Los Angeles,,OVAL,CA,1976-10-31 18:00:00
Garland,,OTHER,TX,1976-10-31 20:00:00
Wilmington,,DISK,DE,1976-01-11 21:30:00
Orchard Lake,,RECTANGLE,MI,1976-05-11 19:30:00
Hartsville,,LIGHT,SC,1976-11-11 20:00:00
Tarboro,,DISK,NC,1976-12-11 18:00:00
Oscoda,,DISK,MI,1976-11-15 21:00:00
Taunton,ORANGE,FIREBALL,MA,1976-11-15 22:00:00
Bedford Heights,BLUE,OVAL,OH,1976-11-15 23:00:00
Pennsylvania,,DISK,PA,1976-11-17 15:00:00
Sierra Vista,,,AZ,1976-11-19 23:00:00
Virginia,,FIREBALL,VA,1976-11-25 20:20:00
Omaha,,RECTANGLE,NE,1976-11-25 23:00:00
Houston,,CIRCLE,TX,1976-11-26 03:30:00
Stead Nevada,,DISK,NV,1976-11-27 15:00:00
Milford,,DISK,CT,1976-03-12 15:30:00
Monrovia,,TRIANGLE,IN,1976-03-12 23:00:00
Davie,,VARIOUS,FL,1976-06-12 05:30:00
Junction City,,DIAMOND,KS,1976-12-15 22:15:00
Winslow,,DISK,ME,1976-12-25 19:00:00
Conshohocken,,OTHER,PA,1976-12-27 19:00:00
New Canaan,,,CT,1977-01-01 02:30:00
Great Neck,,CYLINDER,NY,1977-01-01 12:00:00
New York City,,SPHERE,NY,1977-01-01 19:30:00
La Crescenta,,FORMATION,CA,1977-01-01 20:00:00
Westminster,,DISK,CA,1977-01-01 20:00:00
El Paso,,,TX,1977-01-14 22:00:00
Dingman's Ferry,,LIGHT,PA,1977-01-15 01:00:00
Scottsbluff County,,CHEVRON,NE,1977-01-15 20:10:00
Fall River,,OVAL,RI,1977-01-18 17:45:00
Riverside,,OVAL,RI,1977-01-18 17:45:00
Coventry,,TRIANGLE,RI,1977-01-19 20:30:00
Ft. Knox,,LIGHT,KY,1977-02-15 02:30:00
Joyce Kilmer Slickrock Creek Wilderness,,CIRCLE,NC,1977-02-15 20:00:00
Bloomington,,OVAL,IN,1977-02-21 23:42:00
Terre Haute,,,IN,1977-01-03 12:12:00
Hamlet,,SPHERE,IL,1977-01-03 20:00:00
Hometown,,TRIANGLE,PA,1977-02-03 20:45:00
St. Louis,,CIRCLE,MO,1977-11-03 13:00:00
Stevens Pass,ORANGE,SPHERE,WA,1977-03-15 20:30:00
Brea,,FORMATION,CA,1977-03-15 22:00:00
Los Angeles,,DISK,CA,1977-03-17 18:00:00
Lake Worth,,CHEVRON,TX,1977-03-19 19:00:00
Los Angeles,,OTHER,CA,1977-03-19 20:30:00
Minneola,,CIGAR,FL,1977-03-20 11:00:00
Ridgway,RED,RECTANGLE,IL,1977-03-20 20:00:00
Southgate,,DISK,MI,1977-03-27 10:00:00
Louisville,RED,LIGHT,KY,1977-01-04 22:00:00
Silver Spring,,DISK,MD,1977-11-04 14:00:00
Hattiesburg,RED GREEN,CIGAR,MS,1977-04-15 05:00:00
Hattiesburg,RED GREEN,CIGAR,MS,1977-04-15 17:00:00
Phoenix,,CIGAR,AZ,1977-04-15 21:00:00
Clearence Center,,OVAL,NY,1977-04-15 23:00:00
South Royalton,,DISK,VT,1977-04-16 14:00:00
Long Green,,DISK,MD,1977-04-17 16:30:00
Augusta,,RECTANGLE,GA,1977-04-17 22:00:00
Kansas City,RED,OTHER,MO,1977-04-26 18:05:00
Sinton,,OVAL,TX,1977-04-30 23:00:00
Bridgeport,,DISK,CT,1977-01-05 00:00:00
Jacksonville,,TRIANGLE,AR,1977-01-05 00:00:00
none,,SPHERE,FL,1977-01-05 01:00:00
Yazoo City,,OVAL,MS,1977-01-05 17:00:00
Des Plaines,,OVAL,IL,1977-01-05 19:00:00
Palatine,,OVAL,IL,1977-01-05 19:00:00
Winamuccha,,CIGAR,NV,1977-01-05 20:25:00
Freeland,,OTHER,MI,1977-01-05 21:30:00
Denver,,LIGHT,CO,1977-01-05 22:00:00
Kinder,,SPHERE,LA,1977-08-05 16:00:00
Kemah,,LIGHT,TX,1977-10-05 01:00:00
Salem,,CIGAR,OR,1977-05-15 00:00:00
Elmont,,DISK,VA,1977-05-15 08:00:00
Minneapolis,RED GREEN,,MN,1977-05-15 23:00:00
Marana,,SPHERE,AZ,1977-05-22 20:00:00
Mettacahonts,,CIRCLE,NY,1977-05-23 21:00:00
Marshall,,CIGAR,IL,1977-05-25 01:00:00
Meridian,,DISK,ID,1977-05-28 00:00:00
Meridian,,DISK,ID,1977-05-28 00:01:00
Los Angeles,,CIGAR,CA,1977-05-28 21:00:00
Watertown,,CIGAR,NY,1977-05-29 23:30:00
Bratenhaul,,DISK,OH,1977-05-30 10:00:00
Clements,,VARIOUS,CA,1977-01-06 00:00:00
Miami,,DIAMOND,FL,1977-01-06 00:00:00
Raymond,,TRIANGLE,NH,1977-01-06 00:30:00
Hesperia,,EGG,CA,1977-01-06 01:00:00
Coral Springs,,TRIANGLE,FL,1977-01-06 01:30:00
Hanna City,,CYLINDER,IL,1977-01-06 02:00:00
Plantation,,CIRCLE,FL,1977-01-06 02:00:00
Shaver Lake,,CIGAR,CA,1977-01-06 03:30:00
Fort Worth,,DISK,TX,1977-01-06 16:00:00
Shelby,,CIRCLE,OH,1977-01-06 17:00:00
Meriden,,OVAL,CT,1977-01-06 20:00:00
San Antonio,,OVAL,TX,1977-01-06 21:00:00
Butte Meadows,,,CA,1977-01-06 22:00:00
Hart's Location,,CIRCLE,NH,1977-01-06 22:00:00
John Day,RED ORANGE,OVAL,OR,1977-01-06 22:00:00
Simi Valley,RED,DISK,CA,1977-01-06 22:00:00
Grand Forks,,CIRCLE,ND,1977-01-06 23:00:00
Houtzdale R.D.,,EGG,PA,1977-01-06 23:00:00
Yazoo City,,OVAL,MS,1977-01-06 23:00:00
Hudson,,CIRCLE,NH,1977-01-06 23:30:00
Gaithersburg,,CIGAR,MD,1977-01-06 23:45:00
Valley Station,,CIRCLE,KY,1977-04-06 23:00:00
Napa,,DISK,CA,1977-06-06 19:00:00
Winston,,CIRCLE,OR,1977-07-06 23:00:00
Kingsville,,DISK,TX,1977-10-06 15:00:00
Stockton,,DISK,CA,1977-10-06 20:00:00
Leesburg,,OTHER,FL,1977-10-06 20:30:00
Santa Rosa,,CHEVRON,CA,1977-10-06 21:00:00
Dekalb,,OTHER,IL,1977-10-06 22:30:00
Barstow,,,CA,1977-06-15 01:00:00
Fort Worth,,SPHERE,TX,1977-06-15 01:00:00
Stillwater,,LIGHT,OK,1977-06-15 01:00:00
Kodiak Island,,CIRCLE,AK,1977-06-15 02:00:00
Indiana,,,IN,1977-06-15 10:00:00
Cedar City,,TRIANGLE,UT,1977-06-15 13:00:00
West Palm Beach,,DISK,FL,1977-06-15 15:00:00
Arlington Heights,,DISK,IL,1977-06-15 19:00:00
Medina,,DISK,OH,1977-06-15 20:00:00
New Orleans,,,LA,1977-06-15 20:00:00
Sacramento,,DISK,CA,1977-06-15 20:30:00
Asheville,,,NC,1977-06-15 21:00:00
Auburn,,TRIANGLE,CA,1977-06-15 21:00:00
Gaithersburg,,OVAL,MD,1977-06-15 21:00:00
Newington,,DISK,NH,1977-06-15 21:00:00
Newport,,LIGHT,OR,1977-06-15 21:30:00
San Diego,BLUE,SPHERE,CA,1977-06-15 21:30:00
Fort Collins,,CIGAR,CO,1977-06-15 22:00:00
Otis,RED GREEN,DISK,MA,1977-06-15 22:30:00
Topeka,,LIGHT,KS,1977-06-15 22:30:00
Ridgefield,,CIRCLE,WA,1977-06-15 23:00:00
Rockville,,DISK,MD,1977-06-16 19:00:00
Interstate 65,,LIGHT,AL,1977-06-16 22:00:00
Columbia,,OVAL,NC,1977-06-17 01:00:00
Lake Worth,,CIGAR,FL,1977-06-17 23:15:00
Arvada,,LIGHT,CO,1977-06-19 22:05:00
Accord,RED,TRIANGLE,NY,1977-06-20 20:30:00
Chopin,,FIREBALL,LA,1977-06-21 21:00:00
Boston,,SPHERE,MA,1977-06-24 01:00:00
Scott County,,CIRCLE,KY,1977-06-25 00:00:00
Waitesfield,ORANGE,LIGHT,VT,1977-06-29 03:00:00
Lawrenceville,,DISK,GA,1977-06-30 00:00:00
Russellville,,LIGHT,AR,1977-06-30 01:00:00
Whittier,,TRIANGLE,CA,1977-06-30 16:00:00
San Jose,,FLASH,CA,1977-06-30 20:30:00
Cambridge,,OTHER,MA,1977-06-30 21:00:00
Clarion,,DIAMOND,PA,1977-06-30 22:00:00
St. Joseph,,OVAL,MI,1977-06-30 23:45:00
Edgemoor,,DISK,SC,1977-01-07 00:00:00
Edgemoore,,DISK,SC,1977-01-07 00:00:00
Racine,,DISK,WI,1977-01-07 02:00:00
Anniston,,DISK,AL,1977-01-07 12:00:00
Miami,,TRIANGLE,FL,1977-01-07 15:00:00
Fenton,GREEN,CIRCLE,MI,1977-01-07 19:00:00
Burnet,,LIGHT,TX,1977-01-07 22:00:00
Nashua,,DISK,NH,1977-01-07 23:00:00
Close to Carlsbad Cavrans,,EGG,NM,1977-02-07 01:00:00
Glen Head,,CIGAR,NY,1977-02-07 14:00:00
Don't remember,,CIRCLE,NH,1977-02-07 20:30:00
Hampton,,CIRCLE,NH,1977-02-07 21:00:00
Waddy,,LIGHT,KY,1977-03-07 11:00:00
Marley Park,,SPHERE,MD,1977-04-07 14:00:00
Toppenish,,DISK,WA,1977-04-07 19:45:00
Federal Way,,CIRCLE,WA,1977-04-07 22:00:00
Happy,,DIAMOND,TX,1977-04-07 23:59:00
Kekaha,,CIRCLE,HI,1977-05-07 02:00:00
Greenup,,CIGAR,IL,1977-07-07 18:00:00
Brier Hill,,DISK,PA,1977-08-07 15:30:00
California Hotsprings,,DISK,CA,1977-09-07 20:30:00
Calumet City,ORANGE BLUE,CIRCLE,IL,1977-10-07 21:00:00
Des Moines,,TRIANGLE,IA,1977-12-07 01:30:00
Hillsborough,,CIGAR,CA,1977-12-07 01:30:00
St. Petersburg,,DISK,FL,1977-12-07 14:00:00
Live Oak,,TRIANGLE,CA,1977-07-14 13:00:00
Greenville,,,MI,1977-07-14 23:00:00
Rock Hill,,DISK,SC,1977-07-15 00:00:00
Edgemoore,,,SC,1977-07-15 00:01:00
Arleta,,TRIANGLE,CA,1977-07-15 01:00:00
New Albany,,OVAL,OH,1977-07-15 19:00:00
Albuquerque,,CHEVRON,NM,1977-07-15 21:00:00
Orlando,,DISK,FL,1977-07-15 21:00:00
San Francisco,,CIRCLE,CA,1977-07-15 21:30:00
Huntington Beach,RED GREEN,RECTANGLE,CA,1977-07-15 21:45:00
Houtzdale,,FIREBALL,PA,1977-07-15 22:30:00
Orlando,,DISK,FL,1977-07-15 23:00:00
Fairview,,CIRCLE,NJ,1977-07-17 15:00:00
Williamsburg,,CIGAR,VA,1977-07-20 20:15:00
Milwaukee,,FORMATION,WI,1977-07-20 22:30:00
Atwater,,DISK,CA,1977-07-22 23:00:00
Albuquerque,,OVAL,NM,1977-07-24 07:00:00
Cerrillos,,TRIANGLE,NM,1977-07-24 23:45:00
Danbury,,DISK,CT,1977-07-25 20:00:00
Hebron,,OVAL,KY,1977-07-25 23:00:00
So. Farmingdale,BLUE,,NY,1977-07-26 14:00:00
So. Farmingdale,,CIRCLE,NY,1977-07-26 14:00:00
Aurora,,CHEVRON,CO,1977-07-30 03:00:00
Aurora,,LIGHT,CO,1977-07-30 22:00:00
Whittier,,CHEVRON,CA,1977-01-08 02:00:00
Pleasenton,,DISK,CA,1977-01-08 16:00:00
Tinsley,,CIGAR,MS,1977-01-08 16:00:00
Fairfield,,OTHER,CT,1977-01-08 19:00:00
Marthasville,,CIRCLE,MO,1977-01-08 21:30:00
Mechanicsburg,,TRIANGLE,PA,1977-01-08 22:00:00
Washburn,,CHEVRON,TN,1977-01-08 23:30:00
Branford,,DISK,CT,1977-07-08 20:30:00
Tomahawk,,OVAL,WI,1977-07-08 21:44:00
Portsmouth,,RECTANGLE,NH,1977-08-08 18:00:00
Jefferson,RED BLUE,TRIANGLE,OH,1977-08-08 21:00:00
Twentynine Palms,,,CA,1977-08-08 23:00:00
Denver,,TRIANGLE,CO,1977-09-08 22:00:00
Hazard,,LIGHT,KY,1977-10-08 01:00:00
Minneapolis,,DISK,MN,1977-10-08 21:10:00
Cartecay,,TRIANGLE,GA,1977-11-08 17:00:00
San Leandro,,DISK,CA,1977-12-08 03:00:00
Michigan City,,SPHERE,IN,1977-12-08 22:00:00
Olney,,TRIANGLE,IL,1977-08-14 16:30:00
Rockford,,,MN,1977-08-15 01:00:00
Brea,,LIGHT,CA,1977-08-15 02:00:00
Portage Lake,,DISK,ME,1977-08-15 02:00:00
Plymouth,,LIGHT,IN,1977-08-15 03:00:00
Rolla,,DISK,MO,1977-08-15 17:00:00
Bristol,ORANGE,SPHERE,IN,1977-08-15 20:30:00
Caribou,GREEN,LIGHT,ME,1977-08-15 20:30:00
Interstate 65,,LIGHT,AL,1977-08-15 23:00:00
Black River Falls,,LIGHT,WI,1977-08-18 19:30:00
Huntington Beach,,CIRCLE,CA,1977-08-22 00:00:00
Ukiah,,VARIOUS,CA,1977-08-28 21:50:00
Everton,,,MO,1977-08-31 00:00:00
Bourbonnais,,TRIANGLE,IL,1977-01-09 00:00:00
Middletown,,,PA,1977-01-09 00:00:00
Plano,,DISK,TX,1977-01-09 13:00:00
Everett,,TRIANGLE,WA,1977-01-09 16:00:00
Arlington,,SPHERE,VT,1977-01-09 18:00:00
Diamond Bar,,CHEVRON,CA,1977-01-09 18:30:00
Middletown,,DISK,PA,1977-01-09 18:30:00
Grand Rapids,,CONE,MI,1977-01-09 20:00:00
Keene Valley,BLUE,LIGHT,NY,1977-01-09 20:00:00
Dublin,,TRIANGLE,HI,1977-01-09 21:00:00
Tahlequah,,TRIANGLE,OK,1977-01-09 23:00:00
Texas,,CIGAR,TX,1977-10-09 13:00:00
Gabbs,,TRIANGLE,NV,1977-12-09 19:00:00
Beatty,,LIGHT,OR,1977-09-15 00:00:00
Childs,,,AZ,1977-09-15 00:00:00
Alhambra,,DISK,CA,1977-09-15 13:44:00
Knoxville,,DISK,TN,1977-09-15 18:00:00
Dublin,,TRIANGLE,NH,1977-09-15 20:00:00
Heber,,TRIANGLE,AZ,1977-09-15 21:00:00
Iselton,,LIGHT,CA,1977-01-10 01:00:00
Fountain Valley,ORANGE,OTHER,CA,1977-01-10 19:00:00
Ferndale,,OTHER,CA,1977-01-10 22:00:00
Akron,,CYLINDER,OH,1977-05-10 22:00:00
San Antonio,,OTHER,TX,1977-10-10 12:00:00
Louisville,,LIGHT,KY,1977-10-10 22:00:00
Biloxi,,TRIANGLE,MS,1977-10-15 21:00:00
Orlando,GREEN,DISK,FL,1977-10-15 22:00:00
Kennewick,RED,LIGHT,WA,1977-10-15 23:00:00
East Haven,,DISK,CT,1977-10-16 18:00:00
Christmas Valley,,FORMATION,OR,1977-10-25 19:30:00
Ft. Wayne,,DISK,IN,1977-10-27 23:30:00
Marble Hill,,,MO,1977-01-11 23:30:00
Brockport,,DISK,NY,1977-04-11 17:00:00
Weimar,,OTHER,CA,1977-08-11 14:00:00
Jackson,,TRIANGLE,MS,1977-11-11 22:00:00
Newburgh,,DISK,NY,1977-11-15 01:00:00
Sidney,RED GREEN BLUE,CIRCLE,MT,1977-11-15 20:30:00
Kalamazoo,,DISK,MI,1977-11-15 22:30:00
Bensalem,RED,SPHERE,PA,1977-11-17 19:00:00
Aurora,,CIRCLE,CO,1977-11-20 19:00:00
Tahlequah,,TRIANGLE,OK,1977-11-22 23:30:00
Saint James,RED,SPHERE,NY,1977-11-23 16:15:00
New Hampton,,OTHER,NH,1977-11-24 22:30:00
Canandaigua,,TRIANGLE,NY,1977-11-26 14:00:00
Jones,RED BLUE,OTHER,MS,1977-11-27 19:06:00
Fort Lauderdale,,CHEVRON,FL,1977-03-12 00:50:00
New Albany,,DISK,IN,1977-12-15 12:00:00
Malvern,RED,LIGHT,AR,1977-12-15 22:00:00
Muscoda,RED,TRIANGLE,WI,1977-12-17 19:30:00
Jackson,,,MS,1977-12-24 00:00:00
Philadelphia,,OVAL,NY,1977-12-24 23:00:00
Worcester,,DISK,MA,1977-12-28 20:00:00
Carlyss,,,LA,1978-01-01 01:00:00
June Lake,,DISK,CA,1978-01-01 01:00:00
Whittier,,TRIANGLE,CA,1978-01-01 02:30:00
Sagle,,SPHERE,ID,1978-01-01 13:00:00
Warwick,RED,SPHERE,RI,1978-05-01 00:00:00
Westport,,OTHER,CA,1978-06-01 01:00:00
Bristol,,,TN,1978-07-01 02:00:00
Chatsworth,,CIRCLE,CA,1978-09-01 03:30:00
Thousand Oaks,YELLOW,CIRCLE,CA,1978-09-01 04:30:00
Grand Rapids,,DISK,MI,1978-12-01 20:00:00
Grand Rapids,,DISK,MI,1978-12-01 20:00:00
Midland,,CIGAR,TX,1978-01-20 02:00:00
Meriden,,DIAMOND,CT,1978-01-22 22:00:00
Massachusetts,,FIREBALL,NH,1978-01-27 00:00:00
Detroit,,,MI,1978-01-02 00:00:00
Dublin,,TRIANGLE,NH,1978-01-02 22:00:00
Brighton,,TRIANGLE,MI,1978-09-02 19:45:00
Escawtawpa,,DISK,MS,1978-11-02 03:00:00
Eastport,ORANGE,CIGAR,ME,1978-02-15 02:00:00
Waltham,,,MA,1978-02-15 03:00:00
Geneseo,,,NY,1978-02-20 19:00:00
Soccoro,BLUE,,NM,1978-02-21 03:00:00
Los Gatos,,OVAL,CA,1978-01-03 17:00:00
Saint Clair Shores,,OVAL,MI,1978-01-03 19:30:00
Stoughton,,OTHER,MA,1978-01-03 22:00:00
Yreka,,TRIANGLE,CA,1978-04-03 22:00:00
Rose Hill,,RECTANGLE,NC,1978-05-03 21:00:00
Simi Valley,,OVAL,CA,1978-07-03 22:00:00
Bellevue,,DISK,WA,1978-10-03 21:00:00
Lolo,,LIGHT,MT,1978-03-15 01:00:00
Mississippi,,DISK,MS,1978-03-15 13:00:00
Denver,,TRIANGLE,CO,1978-03-17 19:00:00
Medford,,DISK,OR,1978-03-21 04:00:00
Winterhaven,,DISK,CA,1978-03-25 22:00:00
Farmington,,CIRCLE,NM,1978-01-04 04:00:00
Green Springs,,CYLINDER,OH,1978-01-04 21:30:00
Los Angeles,BLUE,,CA,1978-04-04 02:00:00
Natick,,SPHERE,MA,1978-04-04 21:00:00
Natick,,SPHERE,MA,1978-04-04 21:15:00
Natick,,SPHERE,MA,1978-04-04 22:00:00
Chittenango,,FIREBALL,NY,1978-06-04 20:00:00
Pleasant Hill,,,OR,1978-04-15 13:00:00
Richardson,,OTHER,TX,1978-04-15 13:00:00
Albuquerque,,DISK,NM,1978-04-15 18:00:00
Westland,,DISK,MI,1978-04-19 23:00:00
Tiffen Valley,,FLASH,OH,1978-04-21 00:00:00
Wrightstown,,LIGHT,PA,1978-01-05 00:00:00
Big Bear Lake,,DISK,CA,1978-01-05 18:00:00
Midway,,OTHER,KY,1978-02-05 21:00:00
Gardner,,OVAL,MA,1978-05-05 06:30:00
Pasadena,,CIGAR,CA,1978-05-05 13:00:00
Fort Worth,,LIGHT,TX,1978-06-05 00:00:00
Barrington,,TRIANGLE,IL,1978-06-05 21:00:00
Grand Prairie,,TRIANGLE,TX,1978-07-05 21:50:00
San Diego,,VARIOUS,CA,1978-10-05 20:30:00
Sandwich,BLUE,TRIANGLE,MA,1978-10-05 20:30:00
Paramus,,CIGAR,NJ,1978-05-24 01:30:00
Philadelphia,,FIREBALL,PA,1978-05-29 20:00:00
Grants Pass,RED YELLOW GREEN BLUE,DISK,OR,1978-01-06 00:00:00
Grand Saline,,LIGHT,TX,1978-01-06 00:30:00
Marshall,,CIGAR,IL,1978-01-06 01:00:00
Lancaster,,SPHERE,OH,1978-01-06 03:00:00
Las Vegas,,LIGHT,NV,1978-01-06 05:00:00
Hudsonville,,OTHER,MI,1978-01-06 12:00:00
Katy,,EGG,TX,1978-01-06 13:00:00
Georgia coast,,DIAMOND,GA,1978-01-06 14:00:00
Attica,,OVAL,MI,1978-01-06 18:00:00
Fulton,,FIREBALL,MO,1978-01-06 18:00:00
North Adams,,SPHERE,MA,1978-01-06 19:00:00
Pensacola,,OVAL,FL,1978-01-06 19:00:00
Elsberry,,LIGHT,MO,1978-01-06 20:00:00
Fort Hood,,CIRCLE,TX,1978-01-06 20:00:00
Ocean City,,TRIANGLE,NJ,1978-01-06 20:00:00
Philadelphia,,OTHER,PA,1978-01-06 20:00:00
Columbia,,CIRCLE,SC,1978-01-06 21:00:00
John's Island,GREEN,OVAL,SC,1978-01-06 21:00:00
Paterson,,DISK,NJ,1978-01-06 21:00:00
Lee Park,,DISK,PA,1978-01-06 21:30:00
Bourbonnais,,DISK,IL,1978-01-06 22:00:00
Florida Keys,,,FL,1978-01-06 22:00:00
Paxton,GREEN,,IL,1978-01-06 22:00:00
Sterling Park,,DISK,VA,1978-01-06 22:00:00
Victoria,,OVAL,TX,1978-01-06 22:00:00
Dallas,,OVAL,TX,1978-05-06 19:20:00
Tennyson,,FLASH,TX,1978-10-06 13:00:00
Diamond Bar,,,CA,1978-12-06 00:00:00
Los Angeles,,TRIANGLE,CA,1978-06-14 09:15:00
Warrensville,,TRIANGLE,PA,1978-06-15 00:00:00
Appleton,,LIGHT,MN,1978-06-15 00:30:00
Michigan,,,MI,1978-06-15 01:30:00
Boston,,SPHERE,MA,1978-06-15 03:00:00
Hoopa,,OVAL,CA,1978-06-15 12:00:00
Orange,,CIRCLE,CA,1978-06-15 14:00:00
Levittown,,DISK,NY,1978-06-15 17:00:00
Granite Station,,CYLINDER,CA,1978-06-15 17:30:00
Zimmerman,,TEARDROP,MN,1978-06-15 18:00:00
Madison Heights,,CIRCLE,VA,1978-06-15 19:30:00
Lowell,,CIGAR,MA,1978-06-15 20:00:00
Mancelona,,DISK,MI,1978-06-15 20:00:00
Baton Rouge,,OVAL,LA,1978-06-15 20:30:00
Chattanooga,,DISK,TN,1978-06-15 21:00:00
Mancelona,,DISK,MI,1978-06-15 21:00:00
Stanwood,,OTHER,WA,1978-06-15 21:00:00
Mancelona,,DISK,MI,1978-06-15 22:00:00
Mansfield,,,PA,1978-06-15 22:00:00
Seattle,,,WA,1978-06-15 22:30:00
Madera,,FIREBALL,PA,1978-06-15 23:00:00
St. Clair,,SPHERE,PA,1978-06-20 00:00:00
Three Oaks,,DISK,MI,1978-06-20 23:00:00
Albany,,FIREBALL,NY,1978-06-21 03:00:00
Lemoore Naval Air Force Base,,OVAL,CA,1978-06-23 09:30:00
Gulfport,,OTHER,MS,1978-06-24 01:00:00
Sadieville,,DISK,KY,1978-06-25 07:00:00
Griffin,,DISK,GA,1978-06-30 00:00:00
New Bedford,,FIREBALL,MA,1978-06-30 01:00:00
Twentynine Palms,,EGG,CA,1978-06-30 02:30:00
SerlingHights,ORANGE,CIRCLE,IL,1978-06-30 03:00:00
Hollister,,DISK,CA,1978-06-30 14:00:00
St. Petersburg,,FORMATION,FL,1978-06-30 15:00:00
Elmsford,,DISK,NY,1978-06-30 16:00:00
Ashtabula,,CYLINDER,OH,1978-06-30 18:00:00
Nashua,,DISK,NH,1978-06-30 20:00:00
Del Rio,,OVAL,TX,1978-06-30 20:30:00
Lake Havasu,,TRIANGLE,AZ,1978-06-30 21:00:00
New York City,,OVAL,NY,1978-06-30 21:00:00
Taylor,,DISK,MI,1978-06-30 21:00:00
Miami,,LIGHT,FL,1978-06-30 22:00:00
Piscataway,,,NJ,1978-06-30 22:00:00
Oreland,,OTHER,PA,1978-01-07 00:00:00
